structure_name,fullname,species,paper,n_mentions,n_papers,region_class,decision_stage,final_certainty,final_confidence
VPM/VPL,posteromedial and posterolateral ventral thalamic nuclei,,PM32528401,4,1,non_neocortex,seed_remap,high,1.0
VRC,ventral respiratory column,Mouse,PM41040381,4,2,non_neocortex,seed_remap,high,1.0
VTC,ventral temporal cortex,Human,PM37188514,4,2,neocortex,flash,high,0.9867
ZI DA cells,zona incerta dopamine cells,Mouse,PM40093135,4,1,non_neocortex,seed_remap,high,1.0
9L,,,PM41542588,3,1,ambiguous,flash,medium,0.3
A,anterior,Mouse,PM35082302,3,2,other,seed_remap,high,1.0
A14,A14 dopamine neurons,Mouse,PM36209152,3,1,non_neocortex,seed_remap,high,1.0
A2 L4,"secondary auditory cortex, layer 4",,PM39829930,3,1,neocortex,flash,high,0.95
A28,,Macaque,PM38746103,3,2,non_neocortex,flash,high,0.8333
abducens nucleus,abducens nucleus,Cat,PM35871423,3,3,non_neocortex,seed_remap,high,1.0
AcbSh,nucleus accumbens shell,Rat,PM40913355,3,3,non_neocortex,seed_remap,high,1.0
ACC A25,anterior cingulate cortex A25,Macaque,PM32677044,3,2,non_neocortex,flash,medium,0.75
accumbens,nucleus accumbens,Rat,PM40800805,3,3,non_neocortex,seed_remap,high,1.0
ACo,amygdaloid cortex,Human,PM40800805,3,3,non_neocortex,flash,high,0.95
AFF,afferents,Human,PM39637241,3,1,other,seed_remap,high,1.0
AH,anterior hypothalamus,Mouse,PM40144636,3,3,non_neocortex,seed_remap,high,1.0
AI/LO,agranular insular/lateral orbital cortex,Rat,PM35491274,3,1,other,flash,medium,0.8167
AII,secondary auditory cortex,Mouse,PM38528192,3,1,neocortex,flash,high,0.95
AIP,"anterior insula, posterior",Mouse,PM39012916,3,3,neocortex,flash,medium,0.6333
AL-projecting LP neurons,AL-projecting LP neurons (lateral posterior thalamus neurons projecting to AL),Mouse,PM33979633,3,1,non_neocortex,seed_remap,high,1.0
aMIP,,,PM34039649,3,1,neocortex,flash,medium,0.6833
anterior cingulate area,anterior cingulate area,Mouse,PM40250719,3,3,neocortex,flash,medium,0.7833
anterior hypothalamus,anterior hypothalamus,Mouse,PM35644002,3,3,non_neocortex,seed_remap,high,1.0
anterior piriform cortex,anterior piriform cortex,Mouse,PM41120321,3,3,non_neocortex,seed_keyword,high,1.0
anterior regions,,,PM32699360,3,1,other,flash,high,0.9333
APir,anterior piriform cortex,Mouse,PM40352758,3,2,non_neocortex,seed_keyword,high,1.0
ArcN,arcuate nucleus of the hypothalamus,Mouse,PM34153315,3,1,non_neocortex,seed_remap,high,1.0
arcuate nucleus,arcuate nucleus,Mouse,PM37121600,3,3,non_neocortex,seed_remap,high,1.0
area 12r,rostral area 12r,Macaque,PM41405705,3,2,neocortex,flash,high,0.9667
area 18,area 18,Ferret,PM34611910,3,2,neocortex,flash,high,0.9667
area 45,area 45 (pars triangularis),Human,PM41947581,3,3,neocortex,flash,high,0.9933
area 8b,area 8b,,PM34255833,3,1,neocortex,flash,high,0.9933
Atoh1-lineage neurons,,Mouse,PM38627062,3,1,other,seed_remap,high,1.0
AuC,auditory cortex,Mouse,PM41143504,3,2,neocortex,flash,high,0.9933
auditory brainstem,auditory brainstem,Rat,PM35985362,3,2,non_neocortex,seed_remap,high,1.0
autonomic preganglionic nuclei,,,PM33232710,3,1,non_neocortex,seed_remap,high,1.0
AVDM,anteroventral dorsomedial nucleus,,PM41840687,3,2,non_neocortex,seed_remap,high,1.0
Avil-tdT neurons,advillin-expressing neurons,,PM32986284,3,1,other,seed_remap,high,1.0
BA 10,,,PM39712140,3,1,neocortex,flash,high,0.9933
BarESR1,BarESR1 neurons,Mouse,PM34731061,3,1,non_neocortex,seed_remap,high,1.0
basal amygdala,basal amygdala,,PM33380525,3,2,non_neocortex,seed_remap,high,1.0
basal forebrain and preoptic nuclei,,Rat,PM39805973,3,1,non_neocortex,seed_remap,high,1.0
basal forebrain cholinergic neurons,basal forebrain cholinergic neurons,Mouse,PM39057843,3,2,non_neocortex,seed_remap,high,1.0
basal nucleus,basal nucleus,Macaque,PM34649954,3,2,non_neocortex,seed_remap,high,1.0
basilar pons,basilar pons,Mouse,PM33906900,3,1,non_neocortex,seed_remap,high,1.0
BL/BM,,,PM39103495,3,1,non_neocortex,seed_remap,high,1.0
BLp,"basolateral amygdala, posterior",,PM33960421,3,1,non_neocortex,seed_remap,high,1.0
BM,basomedial amygdala,Mouse,PM41212268,3,3,non_neocortex,seed_remap,high,1.0
BN,Barrington nucleus,Mouse,PM41853066,3,2,non_neocortex,seed_remap,high,1.0
BNST-Tac2,BNST neurons expressing Tac2,,PM35860212,3,1,non_neocortex,seed_remap,high,1.0
BNSTdm,dorsomedial division of the BNST,Mouse,PM32678476,3,1,non_neocortex,seed_remap,high,1.0
BNSTENK,bed nucleus of stria terminalis enkephalin neurons,Mouse,PM41844279,3,1,non_neocortex,seed_remap,high,1.0
BNSTov,oval nucleus of the bed nucleus of the stria terminalis,Mouse,PM41058064,3,2,non_neocortex,seed_remap,high,1.0
brain stem,brain stem,Human,PM35474896,3,2,non_neocortex,seed_remap,high,1.0
Brodmann areas 1 & 2,Brodmann areas 1 & 2,Human,PM33836270,3,1,neocortex,flash,high,0.9933
Brodmann areas 3a & 3b,Brodmann areas 3a & 3b,Human,PM33836270,3,1,neocortex,flash,high,0.9933
Bs,brainstem,Mouse,PM37205722,3,1,non_neocortex,seed_remap,high,1.0
bVM,basal region of the ventromedial nucleus of the thalamus,Mouse,PM40239654,3,2,non_neocortex,seed_remap,high,1.0
Ca,calyces,,PM33199810,3,2,other,seed_remap,high,1.0
CA3-projecting BLA neurons,basolateral amygdala neurons projecting to CA3,,PM40840443,3,1,non_neocortex,seed_remap,high,1.0
CalcrlCdx2 spinal neurons,calcitonin receptor-like receptor (Calcrl)-expressing spinal neurons,Mouse,PM37023756,3,1,non_neocortex,seed_remap,high,1.0
CalCx-Cu,calcarine cortex - upper cuneal bank,,PM41493598,3,1,neocortex,flash,high,0.9833
callosal axons,callosal axons,Mouse,PM36001081,3,2,other,seed_remap,high,1.0
Cartpt+ SCPN,Cartpt-positive subcortical projection neurons,Mouse,PM40196004,3,1,non_neocortex,seed_remap,high,1.0
Cau,caudate,,PM38666118,3,1,non_neocortex,seed_remap,high,1.0
caudal ECIC,caudal external inferior colliculus,,PM39829930,3,1,non_neocortex,seed_remap,high,1.0
caudal VLPFC,caudal ventrolateral prefrontal cortex,Macaque,PM40933619,3,1,neocortex,flash,high,0.9833
cBLA,caudal basolateral amygdala,Mouse,PM36476757,3,1,non_neocortex,seed_remap,high,1.0
CeA-CRF neurons,CeA-CRF neurons (central amygdala corticotropin-releasing factor neurons),Mouse,PM35388122,3,1,non_neocortex,seed_remap,high,1.0
CeA/Sst,Somatostatin neurons in the central nucleus of the amygdala,Mouse,PM35522083,3,1,non_neocortex,seed_remap,high,1.0
CeA^Dlk1,Dlk1-expressing neurons in the central amygdala,,PM38551964,3,1,non_neocortex,seed_remap,high,1.0
CeL/C,lateral and capsular part of the central amygdala,Mouse,PM33051345,3,1,non_neocortex,seed_remap,high,1.0
central brain,central brain,,PM37017717,3,1,other,seed_remap,high,1.0
central cortex,central (motor and somatosensory) cortex,Mouse,PM37025843,3,1,neocortex,flash,high,0.9833
cerebellar regions,cerebellum,Mouse,PM34965430,3,2,non_neocortex,seed_remap,high,1.0
cerebellar white matter,cerebellar white matter,,PM36368713,3,1,other,seed_remap,high,1.0
CG-SMG,celiac-superior mesenteric ganglia,,PM39345605,3,1,other,seed_remap,high,1.0
Cg1/PrL,prelimbic/cingulate cortex,Mouse,PM33037031,3,1,neocortex,flash,medium,0.8333
ChIs,cholinergic interneurons,Mouse,PM34168539,3,1,other,seed_remap,high,1.0
CI,internal capsule,Human,PM37660322,3,2,other,seed_remap,high,1.0
cingulum bundle ventral,,,PM35061996,3,1,other,seed_remap,high,1.0
cLH,caudal lateral hypothalamus,Mouse,PM32594910,3,1,non_neocortex,seed_remap,high,1.0
Cluster 1,,,PM35410869,3,1,other,seed_remap,high,1.0
Cluster 16,,,PM35410869,3,1,other,seed_remap,high,1.0
Cluster 17,,,PM35410869,3,1,other,seed_remap,high,1.0
Cluster 2,,,PM35410869,3,1,other,seed_remap,high,1.0
cM1,contralateral primary motor cortex,Rat,PM36471512,3,2,neocortex,flash,high,0.9833
cMAO,caudal medial accessory olive,Mouse,PM38242692,3,2,non_neocortex,seed_remap,high,1.0
CMT,central medial nucleus of thalamus,Rat,PM35914645,3,2,non_neocortex,seed_remap,high,1.0
cold glomerulus of the PAL,cold glomerulus of the PAL,,PM32442464,3,1,non_neocortex,flash,high,0.9333
colorectal afferents (vagal),vagal colorectal afferents,,PM37837642,3,1,other,seed_remap,high,1.0
commissural neurons,commissural neurons,Mouse,PM35937055,3,2,other,seed_remap,high,1.0
contralateral M1,contralateral primary motor cortex,Mouse,PM38423792,3,3,neocortex,flash,high,0.9767
contralateral mPFC,medial prefrontal cortex,Mouse,PM40646084,3,2,neocortex,flash,high,0.9767
contralesional M1,primary motor cortex,Human,PM41688540,3,3,neocortex,flash,high,0.9767
cortical excitatory neurons,excitatory cortical neurons,Mouse,PM33990327,3,1,other,flash,medium,0.8
cortical layer V neurons,cortical layer V neurons,Mouse,PM37303816,3,2,other,flash,medium,0.85
corticolimbic afferents,corticolimbic afferents,Mouse,PM32726634,3,1,other,seed_remap,high,1.0
corticostriatal neurons,corticostriatal neurons,Mouse,PM36694040,3,2,other,flash,medium,0.85
cPV,callosal parvalbumin-positive,Mouse,PM40666865,3,2,other,flash,medium,0.7333
CS,caudal striatum,Mouse,PM39786992,3,2,non_neocortex,seed_remap,high,1.0
CSD,,,PM33523854,3,1,ambiguous,flash,medium,0.3667
Cu,cuneate nucleus,Rat,PM32748090,3,2,non_neocortex,seed_remap,high,1.0
cumulus MGC-PNs,cumulus medial glomerular complex projection neurons,,PM33988500,3,1,other,seed_remap,high,1.0
CUN,cuneiform nucleus,Mouse,PM37818796,3,3,non_neocortex,seed_remap,high,1.0
cuneus,cuneus,Human,PM42130753,3,3,neocortex,flash,high,0.9833
cvPVHVgat,caudal ventral paraventricular hypothalamus GABAergic neurons,Mouse,PM39041039,3,1,non_neocortex,seed_remap,high,1.0
D1-dSTR,dorsal striatum,Mouse,PM33037031,3,1,non_neocortex,seed_remap,high,1.0
D1-MSN-NAc shell,D1-MSN in nucleus accumbens shell,Mouse,PM38061467,3,1,non_neocortex,seed_remap,high,1.0
D1-neurons in dorsal striatum,dopamine D1 receptor-expressing neurons in dorsal striatum,Mouse,PM32585345,3,1,non_neocortex,seed_remap,high,1.0
D1R cells (ventrolateral caudoputamen),D1 dopamine receptor-expressing striatal cells,Mouse,PM34965430,3,1,non_neocortex,seed_remap,high,1.0
D2R cells (ventrolateral caudoputamen),D2 dopamine receptor-expressing striatal cells,Mouse,PM34965430,3,1,non_neocortex,seed_remap,high,1.0
D2R-poor zone,D2R-poor zone,Mouse,PM35185482,3,1,non_neocortex,seed_remap,high,1.0
DCS,dorsal central striatum,,PM41256530,3,1,non_neocortex,seed_remap,high,1.0
dCST,dorsal corticospinal tract,Rat,PM39748509,3,3,other,seed_remap,high,1.0
dDG granule cells,dorsal dentate gyrus granule cells,Mouse,PM34414387,3,1,non_neocortex,seed_remap,high,1.0
dDH,deep dorsal horn,Rat,PM34042587,3,1,non_neocortex,seed_remap,high,1.0
deep dorsal horn,deep dorsal horn,Mouse,PM36752606,3,1,non_neocortex,seed_remap,high,1.0
default mode network,,Human,PM38581903,3,3,other,seed_remap,high,1.0
DEnD,DEnD,,PM41212268,3,1,non_neocortex,flash,medium,0.5833
dHIP,dorsal hippocampus,Mouse,PM35955605,3,1,non_neocortex,seed_remap,high,1.0
diagonal band of Broca,diagonal band of Broca,Human,PM42024504,3,3,non_neocortex,seed_remap,high,1.0
distal and proximal colon,,Mouse,PM37004577,3,1,other,seed_remap,high,1.0
dlIC,deep-layers inferior colliculus,Mouse,PM42015004,3,1,non_neocortex,seed_remap,high,1.0
dmCINs,dorso-medial-striatal-cholinergic interneurons,,PM33730568,3,1,non_neocortex,seed_remap,high,1.0
dorsal attention network,dorsal attention network,Human,PM32919055,3,2,other,seed_remap,high,1.0
dorsal CA1,dorsal CA1,Mouse,PM37426757,3,1,non_neocortex,seed_remap,high,1.0
dorsal claustrum,dorsal claustrum,Cat,PM40084604,3,2,non_neocortex,seed_remap,high,1.0
dorsal columns,dorsal columns,Human,PM40334752,3,3,other,seed_remap,high,1.0
dorsal MCs,dorsal mossy cells,Mouse,PM33268544,3,1,non_neocortex,seed_remap,high,1.0
dorsal stream,dorsal stream,,PM37554670,3,1,other,flash,high,0.95
dorsal ZI,dorsal zona incerta,,PM42054363,3,1,non_neocortex,seed_remap,high,1.0
dPNsLhx2,,Mouse,PM37348506,3,1,other,seed_remap,high,1.0
DpWh,deep white layer,,PM35354345,3,2,other,seed_remap,high,1.0
DRG neurons (bladder-innervating),dorsal root ganglion neurons innervating the bladder,Mouse,PM33727332,3,1,other,seed_remap,high,1.0
DRP,dorsal rostral putamen,,PM41602988,3,1,non_neocortex,seed_remap,high,1.0
DTN,dorsal terminal nucleus,Mouse,PM42427684,3,2,non_neocortex,seed_remap,high,1.0
EA,extended amygdala,Mouse,PM39154359,3,2,non_neocortex,seed_remap,high,1.0
EC III,medial entorhinal cortex subregion III,,PM40300031,3,1,non_neocortex,seed_keyword,high,1.0
Ecel1+ neurons,,Mouse,PM39630580,3,1,other,seed_remap,high,1.0
ECout,deep entorhinal cortex,,PM38079351,3,2,non_neocortex,seed_keyword,high,1.0
ECu,external cuneate nucleus,Rat,PM32748090,3,2,non_neocortex,seed_remap,high,1.0
effector neurons,,,PM42259917,3,1,other,seed_remap,high,1.0
EI,intermediate region of EC,Macaque,PM37919833,3,1,non_neocortex,flash,high,0.9433
enteric neurons,enteric neurons,Mouse,PM40890024,3,2,other,seed_remap,high,1.0
ENTl,lateral entorhinal area,,PM33935658,3,2,non_neocortex,seed_keyword,high,1.0
ENTm,medial entorhinal area,Mouse,PM33935658,3,3,non_neocortex,seed_keyword,high,1.0
EPd,endopiriform nucleus dorsal part,Mouse,PM37365155,3,1,non_neocortex,seed_remap,high,1.0
ERC,entorhinal cortex,Human,PM41287444,3,2,non_neocortex,seed_keyword,high,1.0
ETdist,Slco2a1-expressing layer 5 extratelencephalic neurons,,PM39261725,3,1,neocortex,flash,medium,0.95
excitatory nuclei,,,PM36213546,3,1,other,flash,medium,0.7667
fan cells,fan cells,Mouse,PM36562467,3,2,non_neocortex,flash,medium,0.95
fast spiking interneurons,fast spiking interneurons,,PM38766066,3,1,other,flash,high,0.95
FBS,forelimb barrel subfield,Rat,PM39235156,3,1,neocortex,flash,high,0.9667
femur,femur,Mouse,PM38963696,3,2,other,seed_remap,high,1.0
FO thalamic nuclei,first order thalamic nuclei,Mouse,PM34758329,3,2,non_neocortex,seed_remap,high,1.0
forelimb muscles,forelimb muscles,Mouse,PM32471877,3,2,other,seed_remap,high,1.0
fornix,fornix,Human,PM35347401,3,3,other,seed_remap,high,1.0
frontocentral cortex,frontocentral cortex,Human,PM38561227,3,1,neocortex,flash,high,0.9667
FSB layer 6,,,PM33570489,3,1,ambiguous,flash,medium,0.4833
fusiform gyrus,fusiform gyrus,Human,PM41602988,3,3,neocortex,flash,high,0.9667
GABAergic interneurons,GABAergic interneurons,Macaque,PM32337749,3,2,other,seed_remap,high,1.0
GiA,"gigantocellular reticular nucleus, alpha part",Mouse,PM36271640,3,2,non_neocortex,seed_remap,high,1.0
glomeruli,glomeruli,Mouse,PM39671236,3,1,non_neocortex,flash,high,0.8667
GlyT2-tdTomato neurons,GlyT2-tdTomato neurons (glycinergic neurons),Mouse,PM33854367,3,1,other,seed_remap,high,1.0
GlyVMM,glycine/GABA neurons in the ventromedial medulla,Mouse,PM33372061,3,1,non_neocortex,seed_remap,high,1.0
GnRH,gonadotropin-releasing hormone neurons,Mouse,PM41727082,3,3,non_neocortex,seed_remap,high,1.0
GPePPN,,,PM42039543,3,1,non_neocortex,seed_remap,high,1.0
Gprin3 cells,,Mouse,PM35320722,3,1,other,seed_remap,high,1.0
grafted human cINs,grafted human cINs,,PM36626901,3,1,other,flash,medium,0.7
grafted neurons,engrafted iNSC-derived neurons in hippocampus,Mouse,PM39707492,3,2,non_neocortex,seed_remap,high,1.0
granule cell layer,granule cell layer of the olfactory bulb,Mouse,PM39387358,3,3,non_neocortex,seed_remap,high,1.0
gray matter,gray matter,Rat,PM41645428,3,3,other,seed_remap,high,1.0
GRPR cells,GRPR cells (gastrin-releasing peptide receptor),Mouse,PM38143564,3,1,other,flash,high,0.85
GRPR neurons,gastrin-releasing peptide receptor (GRPR) spinal neurons,Mouse,PM33033265,3,2,non_neocortex,seed_remap,high,1.0
GRSC layer 2/3 LS neurons,,,PM33224026,3,1,ambiguous,flash,medium,0.4333
GRSC layer 2/3 non-LS neurons,,,PM33224026,3,1,non_neocortex,flash,medium,0.7167
habenula,habenula,Human,PM32371303,3,2,non_neocortex,seed_remap,high,1.0
Hb-MOR,habenula MOR neurons,Mouse,PM36496267,3,1,non_neocortex,seed_remap,high,1.0
hCO subplate/DL ExN,,,PM39018245,3,1,ambiguous,flash,medium,0.4333
HD,,,PM37553864,3,2,other,flash,medium,0.3667
Heschl's gyrus,Heschl's gyrus,Human,PM41813678,3,3,neocortex,flash,high,0.9333
hindbrain TH,hindbrain tyrosine hydroxylase-expressing neurons,,PM35648134,3,1,non_neocortex,seed_remap,high,1.0
hindlimb motor cortex,hindlimb motor cortex,Rat,PM41168240,3,3,neocortex,flash,high,0.9333
HO thalamic nuclei,higher order thalamic nuclei,Mouse,PM34758329,3,2,non_neocortex,seed_remap,high,1.0
HO TRN,higher order neurons of thalamic reticular nucleus,,PM39416152,3,1,non_neocortex,seed_remap,high,1.0
hypothalamus nuclei,hypothalamus nuclei,,PM33232710,3,1,non_neocortex,seed_remap,high,1.0
Ia inhibitory interneurons,Ia inhibitory interneurons,Rodent,PM41494035,3,1,non_neocortex,seed_remap,high,1.0
IaINs,,,PM41494035,3,1,non_neocortex,seed_remap,high,1.0
iBAT,interscapular brown adipose tissue,Mouse,PM38076894,3,2,other,seed_remap,high,1.0
IBN,inhibitory burst neuron,Cat,PM34880121,3,1,other,seed_remap,high,1.0
IClc,"inferior colliculus, lateral crescent",Mouse,PM41317214,3,3,non_neocortex,seed_remap,high,1.0
idp,inferior cerebellar peduncle,,PM41289407,3,1,other,seed_remap,high,1.0
ILL,intermediate lateral lemniscus,Mouse,PM42182250,3,2,other,seed_remap,high,1.0
inferior frontal area,,,PM40800920,3,1,neocortex,flash,high,0.9333
InG,intermediate gray layer,,PM35354345,3,2,non_neocortex,seed_remap,high,1.0
inhibitory neuron,GABAergic and glycinergic inhibitory neuron,Mouse,PM40202848,3,1,other,seed_remap,high,1.0
inner molecular layer,inner molecular layer of the dentate gyrus,Mouse,PM33268544,3,2,non_neocortex,seed_remap,high,1.0
insular claustrum,insular claustrum,,PM41212268,3,1,non_neocortex,seed_remap,high,1.0
intratelencephalic neurons,intratelencephalic neurons,Mouse,PM39608470,3,2,other,seed_remap,high,1.0
InWh,intermediate white layer,,PM35354345,3,2,non_neocortex,seed_remap,high,1.0
iPNsLhx2,,Mouse,PM37348506,3,1,other,seed_remap,high,1.0
IPR,rostral interpeduncular nucleus,Mouse,PM41324357,3,3,non_neocortex,seed_remap,high,1.0
iS1,ipsilateral S1bfd,Mouse,PM40068685,3,2,neocortex,flash,high,0.95
iWAT,inguinal white adipose tissue,Mouse,PM40914032,3,2,other,seed_remap,high,1.0
KF/Su5/5N,"Köllike-Fuse nucleus (KF), supratrigeminal nucleus (Su5), and motor trigeminal nucleus (5N)",Mouse,PM32370769,3,1,non_neocortex,seed_remap,high,1.0
L M1,left primary motor cortex,Human,PM35720694,3,1,neocortex,flash,high,0.95
L-AOTU,L-AOTU,,PM33174208,3,1,non_neocortex,seed_remap,high,1.0
L-cTtha,Left caudal temporal thalamus,,PM36088305,3,1,non_neocortex,seed_remap,high,1.0
L2-6,Layers 2-6,Mouse,PM38650594,3,1,neocortex,flash,medium,0.7333
L2/3 PC,layer 2/3 pyramidal cells,Mouse,PM35060903,3,1,other,flash,high,0.9167
L2/3 pyramidal neurons,layer 2/3 pyramidal neurons,Mouse,PM42276329,3,3,other,flash,high,0.9167
L4 IT,Layer 4 intratelencephalic neurons,Mouse,PM39353431,3,1,other,flash,high,0.9167
L5 Pyr,layer 5 pyramidal neurons,Mouse,PM38802410,3,2,neocortex,flash,high,0.9967
L5_TTPC2,Layer 5 thick-tufted pyramidal cells type 2,,PM36213546,3,1,neocortex,flash,high,0.9967
L6 interneurons,layer 6 interneurons,Rat,PM32829414,3,2,neocortex,flash,high,0.9967
L6_TPC_L4,Layer 6 thick-tufted pyramidal cells L4-innervating,,PM36213546,3,1,neocortex,flash,high,0.9967
L6A CC PCs,Layer 6A corticocortical pyramidal cells,Rat,PM34628499,3,1,neocortex,flash,high,0.9967
L6CThN,layer 6 corticothalamic neurons,Mouse,PM39574572,3,2,neocortex,flash,high,0.9967
L6UCThN,Layer 6 upper corticothalamic neurons,Mouse,PM41505254,3,1,neocortex,flash,medium,0.95
lamina I PNs,lamina I projection neurons,Mouse,PM32701849,3,1,non_neocortex,seed_remap,high,1.0
lamina II neurons,YFP-negative neurons in lamina II,Mouse,PM37464016,3,2,non_neocortex,seed_remap,high,1.0
lamina V,spinal lamina V,,PM39778623,3,3,non_neocortex,seed_remap,high,1.0
Lamina VIII,Lamina VIII,Macaque,PM37468328,3,1,non_neocortex,seed_remap,high,1.0
lateral cerebellar nuclei,deep cerebellar nuclei (lateral),Mouse,PM40663610,3,3,non_neocortex,seed_remap,high,1.0
lateral cortex,lateral cortex,Mouse,PM40956303,3,3,ambiguous,flash,medium,0.5333
lateral funiculus,lateral funiculus,Mouse,PM40108302,3,3,other,seed_remap,high,1.0
lateral funiculus of the spinal cord,lateral funiculus of the spinal cord,Human,PM41239130,3,2,other,seed_remap,high,1.0
lateral hypothalamic area,lateral hypothalamic area,Rat,PM40800920,3,3,non_neocortex,seed_remap,high,1.0
