graph_order,unified_ontology_id,unified_ontology_acronym,unified_ontology_name,unified_ontology_label_value,DHBA_name,DHBA_acronym,DHBA_id,r,g,b,hierarchy and full names_y,Unnamed: 2_y,Unnamed: 3_y,Unnamed: 4_y,Unnamed: 5_y,Unnamed: 6_y,Unnamed: 7_y,Unnamed: 8_y,Unnamed: 9_y,Unnamed: 10_y,Unnamed: 11_y,Unnamed: 12_y,Unnamed: 13_y,Unnamed: 14_y,Unnamed: 15_y,parent_identifier,parent
570,HOMBA:10362,AAA,anterior amygdaloid area,98,anterior amygdaloid area,AAA,10362.0,152,215,53,,,,,,,,,,anterior amygdaloid area,,,,,,HOMBA:AA30223,569.0
571,HOMBA:146034710,AAAd,dorsal division of anterior amygdaloid area,989,dorsal part of AAA,AAAd,146034710.0,220,190,255,,,,,,,,,,,dorsal division of anterior amygdaloid area,,,,,HOMBA:10362,570.0
572,HOMBA:146034714,AAAv,lateral division of anterior amygdaloid area,990,ventral part of AAA,AAAv,146034714.0,145,30,180,,,,,,,,,,,lateral division of anterior amygdaloid area,,,,,HOMBA:10362,570.0
573,HOMBA:10363,CEN,central nucleus of amygdala,99,central nuclear group,CEN,10363.0,171,113,214,,,,,,,,,,central nucleus of amygdala,,,,,,HOMBA:AA30223,569.0
574,HOMBA:10364,CeM,medial division of central nucleus,991,medial subdivision of central nucleus,CEm,10364.0,245,130,48,,,,,,,,,,,medial division of central nucleus,,,,,HOMBA:10363,573.0
575,HOMBA:10365,CeL,lateral division of central nucleus,992,lateral subdivision of central nucleus,CEl,10365.0,128,128,128,,,,,,,,,,,lateral division of central nucleus,,,,,HOMBA:10363,573.0
576,HOMBA:AA30224,CeC,capsular division of central nucleus,993,,,,170,255,195,,,,,,,,,,,capsular division of central nucleus,,,,,HOMBA:10363,573.0
577,HOMBA:10372,CMN,corticomedial nuclear group of amygdala,100,corticomedial nuclear group,CMN,10372.0,56,203,45,,,,,,,,,corticomedial nuclear group of amygdala,,,,,,,HOMBA:AA30222,568.0
578,HOMBA:10373,Co,cortical nucleus of amygdala,101,cortical amygdaloid nuclei,Co,10373.0,87,50,62,,,,,,,,,,cortical nucleus of amygdala,,,,,,HOMBA:10372,577.0
579,HOMBA:10374,CoA,anterior (rostral) cortical nucleus of amygdala,102,anterior cortical nucleus,CoA,10374.0,37,113,13,,,,,,,,,,,anterior (rostral) cortical nucleus of amygdala,,,,,HOMBA:10373,578.0
580,HOMBA:10375,CoP,posterior (caudal) cortical nucleus of amygdala,103,posterior cortical nucleus,CoP,10375.0,170,255,195,,,,,,,,,,,posterior (caudal) cortical nucleus of amygdala,,,,,HOMBA:10373,578.0
581,HOMBA:AA30225,PAC,periamygdaloid cortex,996,,,,60,180,75,,,,,,,,,,,periamygdaloid cortex,,,,,HOMBA:10373,578.0
582,HOMBA:11529,PACr,rostral periamygdaloid cortex (ventral division of CoA) ,997,ventral subdivision of CoA,CoAv,11529.0,245,130,48,,,,,,,,,,,,rostral periamygdaloid cortex (ventral division of CoA) ,,,,HOMBA:AA30225,581.0
583,HOMBA:146034722,PACc,caudal periamygdaloid cortex (ventral division of CoP) ,998,venrtral subdivision of CoP,CoPv,146034722.0,145,30,180,,,,,,,,,,,,caudal periamygdaloid cortex (ventral division of CoP) ,,,,HOMBA:AA30225,581.0
584,HOMBA:AA30779,PACs,sulcal periamygdaloid cortex,2328,,,,60,180,75,,,,,,,,,,,,sulcal periamygdaloid cortex,,,,HOMBA:AA30225,581.0
585,HOMBA:10309,LOT,nucleus of lateral olfactory tract,999,nucleus of lateral olfactory tract,NLOT,10309.0,135,79,198,,,,,,,,,,,nucleus of lateral olfactory tract,,,,,HOMBA:10373,578.0
586,HOMBA:10376,Me,medial nuclear complex of amygdala,104,medial nucleus,Me,10376.0,122,52,49,,,,,,,,,,medial nuclear complex of amygdala,,,,,,HOMBA:10372,577.0
587,HOMBA:11530,MeR,rostral medial nucleus,1000,rostral subdivision of medial nucleus,MeR,11530.0,230,25,75,,,,,,,,,,,rostral medial nucleus,,,,,HOMBA:10376,586.0
588,HOMBA:AA30226,MeRd,dorsal division of rostral medial nucleus,1001,,,,70,240,240,,,,,,,,,,,,dorsal division of rostral medial nucleus,,,,HOMBA:11530,587.0
589,HOMBA:AA30227,MeRv,ventral division of rostral medial nucleus,1002,,,,0,130,200,,,,,,,,,,,,ventral division of rostral medial nucleus,,,,HOMBA:11530,587.0
590,HOMBA:AA30228,MeRm,medial division of rostral medial nucleus,1003,,,,145,30,180,,,,,,,,,,,,medial division of rostral medial nucleus,,,,HOMBA:11530,587.0
591,HOMBA:AA30229,BAOT,bed nucleus of accessory olfactory tract,1004,,,,128,128,0,,,,,,,,,,,bed nucleus of accessory olfactory tract,,,,,HOMBA:10376,586.0
592,HOMBA:11531,MeC,caudal medial nucleus,1005,caudal subdivision of medial nucleus,MeC,11531.0,60,180,75,,,,,,,,,,,caudal medial nucleus,,,,,HOMBA:10376,586.0
593,HOMBA:11532,MeCd,dorsal division of caudal medial nucleus,1006,dorsal part of caudal medial nucleus,MeCd,11532.0,70,240,240,,,,,,,,,,,,dorsal division of caudal medial nucleus,,,,HOMBA:11531,592.0
594,HOMBA:11533,MeCv,ventral division of caudal medial nucleus,1007,ventral part of caudal medial nucleus,MeCv,11533.0,145,30,180,,,,,,,,,,,,ventral division of caudal medial nucleus,,,,HOMBA:11531,592.0
595,HOMBA:AA30230,MeCm,medial division of caudal medial nucleus,1008,,,,230,25,75,,,,,,,,,,,,medial division of caudal medial nucleus,,,,HOMBA:11531,592.0
596,HOMBA:10377,AHA,amygdalohippocampal area,105,amygdalohippocampal area,AHA,10377.0,6,55,109,,,,,,,,,amygdalohippocampal area,,,,,,,HOMBA:AA30222,568.0
597,HOMBA:146034726,AHAmc,magnocellular division of amygdalohippocampal area,1009,magnocellular part of amygdalohippocampal area,AHAmc,146034726.0,255,250,200,,,,,,,,,,magnocellular division of amygdalohippocampal area,,,,,,HOMBA:10377,596.0
598,HOMBA:146034730,AHApc,parvicellular division of amygdalohippocampal area,1010,parvocellular part of amygdalohippocampal area,AHApc,146034730.0,245,130,48,,,,,,,,,,parvicellular division of amygdalohippocampal area,,,,,,HOMBA:10377,596.0
599,HOMBA:10366,BLN,basolateral nuclear group of amygdala,106,basolateral nuclear group,BLN,10366.0,28,4,227,,,,,,,,,basolateral nuclear group of amygdala,,,,,,,HOMBA:AA30222,568.0
600,HOMBA:10367,La,lateral nucleus of amygdala,107,lateral nucleus,La,10367.0,58,166,176,,,,,,,,,,lateral nucleus of amygdala,,,,,,HOMBA:10366,599.0
601,HOMBA:11507,LaD,dorsal division of lateral nucleus,1011,dorsal division of lateral nucleus,LaD,11507.0,170,255,195,,,,,,,,,,,dorsal division of lateral nucleus,,,,,HOMBA:10367,600.0
602,HOMBA:11509,LaDl,lateral subdivision of LaD ,1012,dorsal lateral subdivision of lateral nucleus,LaDl,11509.0,245,130,48,,,,,,,,,,,,lateral subdivision of LaD ,,,,HOMBA:11507,601.0
603,HOMBA:11511,LaDm,medial subdivision of LaD ,1013,dorsal medial subdivision of lateral nucleus,LaDm,11511.0,220,190,255,,,,,,,,,,,,medial subdivision of LaD ,,,,HOMBA:11507,601.0
604,HOMBA:11512,LaI,intermediate division of lateral nucleus,1014,intermediate division of lateral nucleus,LaI,11512.0,255,250,200,,,,,,,,,,,intermediate division of lateral nucleus,,,,,HOMBA:10367,600.0
605,HOMBA:11513,LaV,ventral division of lateral nucleus,1015,ventral division of lateral nucleus,LaV,11513.0,250,190,212,,,,,,,,,,,ventral division of lateral nucleus,,,,,HOMBA:10367,600.0
606,HOMBA:11514,LaVl,lateral subdivision of LaV,1016,ventral lateral subdivision of lateral nucleus,LaVl,11514.0,255,215,180,,,,,,,,,,,,lateral subdivision of LaV,,,,HOMBA:11513,605.0
607,HOMBA:11515,LaVm,medial subdivision of LaV,1017,ventral medial subdivision of lateral nucleus,LaVm,11515.0,70,240,240,,,,,,,,,,,,medial subdivision of LaV,,,,HOMBA:11513,605.0
608,HOMBA:146034734,LaGlo,glomerular cell islands in LaV,1018,glomerular subdivision of lateral nucleus,LaVglo,146034734.0,128,0,0,,,,,,,,,,,,glomerular cell islands in LaV,,,,HOMBA:11513,605.0
609,HOMBA:10368,BL,basolateral nucleus (basal nucleus) of amygdala,108,basolateral nucleus (basal nucleus),BL,10368.0,14,18,133,,,,,,,,,,basolateral nucleus (basal nucleus) of amygdala,,,,,,HOMBA:10366,599.0
610,HOMBA:AA30231,BLr,rostral (uncharted) division of BL,1019,,,,0,0,128,,,,,,,,,,,rostral (uncharted) division of BL,,,,,HOMBA:10368,609.0
611,HOMBA:11516,BLmc,magnocellular (dorsal) division of BL,1020,dorsal (magnocellular) division of basolateral nucleus,BLD,11516.0,0,128,128,,,,,,,,,,,magnocellular (dorsal) division of BL,,,,,HOMBA:10368,609.0
612,HOMBA:11517,BLmcd,dorsolateral subdivision of BLmc,1021,dorsal lateral subdivision of basolateral nucleus,BLDl,11517.0,220,190,255,,,,,,,,,,,,dorsolateral subdivision of BLmc,,,,HOMBA:11516,611.0
613,HOMBA:AA30232,BLmcl,lateral subdivision of BLmc,1022,,,,145,30,180,,,,,,,,,,,,lateral subdivision of BLmc,,,,HOMBA:11516,611.0
614,HOMBA:AA30233,BLmcm,medial subdivision of BLmc,1023,,,,245,130,48,,,,,,,,,,,,medial subdivision of BLmc,,,,HOMBA:11516,611.0
615,HOMBA:11518,BLi,intermediate division of BL,1024,intermediate division of basolateral nucleus,BLI,11518.0,220,190,255,,,,,,,,,,,intermediate division of BL,,,,,HOMBA:10368,609.0
616,HOMBA:11519,BLpc,parvicellular (ventral) division of BL,1025,ventral (parvicellular) division of basolateral nucleus,BLV,11519.0,42,225,164,,,,,,,,,,,parvicellular (ventral) division of BL,,,,,HOMBA:10368,609.0
617,HOMBA:11520,BLpcl,lateral subdivision of BLpc,1026,ventral lateral subdivision of basolateral nucleus,BLVl,11520.0,255,250,200,,,,,,,,,,,,lateral subdivision of BLpc,,,,HOMBA:11519,616.0
618,HOMBA:11521,BLpcm,medial subdivision of BLpc (basoventral nucleus),1027,ventral medial subdivision of basolateral nucleus,BLVm,11521.0,255,225,25,,,,,,,,,,,,medial subdivision of BLpc (basoventral nucleus),,,,HOMBA:11519,616.0
619,HOMBA:10370,PL,paralaminar nucleus of amygdala,1028,paralaminar nucleus,PL,10370.0,255,215,180,,,,,,,,,,,paralaminar nucleus of amygdala,,,,,HOMBA:10368,609.0
620,HOMBA:146034738,PLglo,glomerular cell islands in PL,1029,glomerular part of paralaminar nucleus,PLglo,146034738.0,255,225,25,,,,,,,,,,,,glomerular cell islands in PL,,,,HOMBA:10370,619.0
621,HOMBA:10369,BM,basomedial nucleus (accessory basal nucleus) of amygdala,109,basomedial nucleus (accessory basal nucleus),BM,10369.0,123,167,28,,,,,,,,,,basomedial nucleus (accessory basal nucleus) of amygdala,,,,,,HOMBA:10366,599.0
622,HOMBA:AA30234,BMr,rostral (anterior) division of BM,1030,,,,128,128,0,,,,,,,,,,,rostral (anterior) division of BM,,,,,HOMBA:10369,621.0
623,HOMBA:11522,BMmc,magnocellular (dorsal) division of BM,1031,dorsal division of basomedial nucleus,BMD,11522.0,128,0,0,,,,,,,,,,,magnocellular (dorsal) division of BM,,,,,HOMBA:10369,621.0
624,HOMBA:11523,BMmcl,lateral subdivision of BMmc,1032,dorsolateral subdivision of basomedial nucleus,BMDl,11523.0,128,0,0,,,,,,,,,,,,lateral subdivision of BMmc,,,,HOMBA:11522,623.0
625,HOMBA:11524,BMmcm,medial subdivsion of BMmc,1033,dorsomedial (magnocellular) subdivsion of basomedial nucleus,BMDm,11524.0,128,128,128,,,,,,,,,,,,medial subdivsion of BMmc,,,,HOMBA:11522,623.0
626,HOMBA:11525,BMpc,parvicellular (ventral) division of BM,1034,ventral division of basomedial nucleus,BMV,11525.0,70,240,240,,,,,,,,,,,parvicellular (ventral) division of BM,,,,,HOMBA:10369,621.0
627,HOMBA:11526,BMpcl,lateral subdivsion of BMpc,1035,ventrolateral (parvocellular) subdivsion of basomedial nucleus,BMVl,11526.0,255,225,25,,,,,,,,,,,,lateral subdivsion of BMpc,,,,HOMBA:11525,626.0
628,HOMBA:11527,BMpcm,medial  subdivsion of BMpc,1036,ventromedial  subdivsion of basomedial nucleus,BMVm,11527.0,210,245,60,,,,,,,,,,,,medial  subdivsion of BMpc,,,,HOMBA:11525,626.0
629,HOMBA:266441447,BMm,medial division of BM,1037,medial division of basomedial nucleus,BMm,266441447.0,145,30,180,,,,,,,,,,,medial division of BM,,,,,HOMBA:10369,621.0
630,HOMBA:AA30235,BMdc,densocelllular division of BM,1038,,,,128,0,0,,,,,,,,,,,densocelllular division of BM,,,,,HOMBA:10369,621.0
631,HOMBA:10378,InA,intercalated nuclei of amygdala,1039,Intercalated nucleus of amygdala,INA,10378.0,70,240,240,,,,,,,,,intercalated nuclei of amygdala,,,,,,,HOMBA:AA30222,568.0
632,HOMBA:AA30236,InAmj,major intercalated nucleus of amygdala,1040,,,,128,0,0,,,,,,,,,,major intercalated nucleus of amygdala,,,,,,HOMBA:10378,631.0
633,HOMBA:AA30237,InAs,small intercalated nuclei of amygdala,1041,,,,255,215,180,,,,,,,,,,small intercalated nuclei of amygdala,,,,,,HOMBA:10378,631.0
634,HOMBA:10379,ATA,amygdaloid transition areas,110,amygdaloid transition areas,ATA,10379.0,205,203,198,,,,,,,,,amygdaloid transition areas,,,,,,,HOMBA:AA30222,568.0
635,HOMBA:10380,AHTA,amygdalohippocampal transition area,111,amygdalohippocampal transition area,AHTA,10380.0,89,52,183,,,,,,,,,,amygdalohippocampal transition area,,,,,,HOMBA:10379,634.0
636,HOMBA:AA30238,AHTAmc,magnocellular division of AHTA,1042,,,,128,128,128,,,,,,,,,,,magnocellular division of AHTA,,,,,HOMBA:10380,635.0
637,HOMBA:AA30239,AHTApc,parvicellular division of AHTA,1043,,,,210,245,60,,,,,,,,,,,parvicellular division of AHTA,,,,,HOMBA:10380,635.0
638,HOMBA:10382,ACTA,amygdalocortical transition area (amygdalopiriform transition area),113,amygdalocortical (corticoamygdaloid) transition area,ACTA,10382.0,199,105,19,,,,,,,,,,amygdalocortical transition area (amygdalopiriform transition area),,,,,,HOMBA:10379,634.0
639,HOMBA:AA30240,AMYx,uncharted (diffuse) part of amygdaloid complex,1044,,,,70,240,240,,,,,,,,,uncharted (diffuse) part of amygdaloid complex,,,,,,,HOMBA:AA30222,568.0
640,HOMBA:AA30241,AMYDe, developing transient structures of amygdalar region,1045,,,,70,240,240,,,,,,,, developing transient structures of amygdalar region,,,,,,,,HOMBA:10361,567.0
641,HOMBA:10553,paVZ,ventricular-subventricular zone of postamygdaloid region,1046,VZ in postamygdaloid region,paVZ,10553.0,250,190,212,,,,,,,,,ventricular-subventricular zone of postamygdaloid region,,,,,,,HOMBA:AA30241,640.0
642,HOMBA:AA30242,CAS,caudal amygdaloid migratory stream,1047,,,,230,25,75,,,,,,,,,caudal amygdaloid migratory stream,,,,,,,HOMBA:AA30241,640.0
643,HOMBA:10383,EXA,extended amygdala,114,extended amygdala,EXA,10383.0,73,66,52,,,,,,,extended amygdala,,,,,,,,,HOMBA:10331,450.0
644,HOMBA:AA30243,EXAR,regions of extended amygdala,1048,,,,0,0,128,,,,,,,,regions of extended amygdala,,,,,,,,HOMBA:10383,643.0
645,HOMBA:10384,BST,bed nucleus of stria terminalis,115,bed nucleus of stria terminalis,BNST,10384.0,240,50,230,,,,,,,,,bed nucleus of stria terminalis,,,,,,,HOMBA:AA30243,644.0
646,HOMBA:AA30244,BSTr,rostral nuclear complex of BST,1049,,,,0,128,128,,,,,,,,,,rostral nuclear complex of BST,,,,,,HOMBA:10384,645.0
647,HOMBA:AA30245,BSTrm,medial division of BSTr,1050,,,,210,245,60,,,,,,,,,,,medial division of BSTr,,,,,HOMBA:AA30244,646.0
648,HOMBA:AA30246,BSTrl,lateral division of BNSr,1051,,,,74,125,153,,,,,,,,,,,lateral division of BNSr,,,,,HOMBA:AA30244,646.0
649,HOMBA:AA30247,BSTrlj,juxtacapsular subdivision of BSTrl,1052,,,,255,250,200,,,,,,,,,,,,juxtacapsular subdivision of BSTrl,,,,HOMBA:AA30246,648.0
650,HOMBA:AA30248,BSTrlv,ventral  subdivision of BSTrl,1053,,,,21,64,86,,,,,,,,,,,,ventral  subdivision of BSTrl,,,,HOMBA:AA30246,648.0
651,HOMBA:AA30249,BSTfu,fusiform nucleus of BSTrl,1054,,,,0,130,200,,,,,,,,,,,,fusiform nucleus of BSTrl,,,,HOMBA:AA30246,648.0
652,HOMBA:AA30250,BSTov,oval division of BSTr,1055,,,,128,0,0,,,,,,,,,,,oval division of BSTr,,,,,HOMBA:AA30244,646.0
653,HOMBA:AA30251,BSTc,caudal nuclear complex of BST,1056,,,,245,130,48,,,,,,,,,,caudal nuclear complex of BST,,,,,,HOMBA:10384,645.0
654,HOMBA:AA30252,BSTcm,medial division of BSTc,1057,,,,70,240,240,,,,,,,,,,,medial division of BSTc,,,,,HOMBA:AA30251,653.0
655,HOMBA:AA30253,BSTpr,principal  subdivision of BSTcm,1058,,,,0,130,200,,,,,,,,,,,,principal  subdivision of BSTcm,,,,HOMBA:AA30252,654.0
656,HOMBA:AA30254,BSTprd,dorsal part of BSTpr,1059,,,,128,128,0,,,,,,,,,,,,,dorsal part of BSTpr,,,HOMBA:AA30253,655.0
657,HOMBA:AA30255,BSTprv,ventral part of BSTpr,1060,,,,245,130,48,,,,,,,,,,,,,ventral part of BSTpr,,,HOMBA:AA30253,655.0
658,HOMBA:AA30256,BSTif,interfascicular subdivision of BSTcm,1061,,,,255,250,200,,,,,,,,,,,,interfascicular subdivision of BSTcm,,,,HOMBA:AA30252,654.0
659,HOMBA:AA30257,BSTcl,lateral division of BSTc,1062,,,,60,180,75,,,,,,,,,,,lateral division of BSTc,,,,,HOMBA:AA30251,653.0
660,HOMBA:AA30258,BSTsc,spindle-shaped small cell division of BST,1063,,,,128,128,128,,,,,,,,,,spindle-shaped small cell division of BST,,,,,,HOMBA:10384,645.0
661,HOMBA:AA30259,BSTst,remaining caudal extension of BST (along stria terminaris),1064,,,,0,200,150,,,,,,,,,,remaining caudal extension of BST (along stria terminaris),,,,,,HOMBA:10384,645.0
662,HOMBA:10387,SLEA,sublenticular extended amygdala,116,sublenticular extended amygdala,SLEA,10387.0,207,116,12,,,,,,,,,sublenticular extended amygdala,,,,,,,HOMBA:AA30243,644.0
663,HOMBA:11569,SLEAm,medial division of SLEA,1065,medial division of sublenticular extended amygdala,SLEAm,11569.0,170,110,40,,,,,,,,,,medial division of SLEA,,,,,,HOMBA:10387,662.0
664,HOMBA:11570,SLEAl,lateral division of SLEA,1066,central division of sublenticular extended amygdala,SLEAc,11570.0,255,215,180,,,,,,,,,,lateral division of SLEA,,,,,,HOMBA:10387,662.0
665,HOMBA:AA30260,EXADe,developing transient structures of extended amygdala,1067,,,,170,110,40,,,,,,,,developing transient structures of extended amygdala,,,,,,,,HOMBA:10383,643.0
666,HOMBA:AA30261,EXAvz,ventricular-subventricular zone of extended amygdala,1068,,,,220,190,255,,,,,,,,,ventricular-subventricular zone of extended amygdala,,,,,,,HOMBA:AA30260,665.0
667,HOMBA:AA30262,CLEn,claustrum-endopiriform nuclear complex,1069,,,,170,255,195,,,,,,,claustrum-endopiriform nuclear complex,,,,,,,,,HOMBA:10331,450.0
668,HOMBA:AA30263,CLEnR,regions of claustrum-endopiriform nuclear complex,1070,,,,245,130,48,,,,,,,,regions of claustrum-endopiriform nuclear complex,,,,,,,,HOMBA:AA30262,667.0
669,HOMBA:10346,Cla,claustrum,135,claustrum,Cla,10346.0,44,101,185,,,,,,,,,claustrum,,,,,,,HOMBA:AA30263,668.0
670,HOMBA:10347,CLd,dorsal claustrum,136,Dorsal claustrum,CLd,10347.0,228,2,208,,,,,,,,,,dorsal claustrum,,,,,,HOMBA:10346,669.0
671,HOMBA:10348,CLv,ventral claustrum,137,ventral claustrum,CLv,10348.0,137,216,173,,,,,,,,,,ventral claustrum,,,,,,HOMBA:10346,669.0
672,HOMBA:146034762,CLt,temporal claustrum,138,temporal claustrum,CLt,146034762.0,207,216,155,,,,,,,,,,temporal claustrum,,,,,,HOMBA:10346,669.0
673,HOMBA:AA30780,CLmc,magnocellular division of claustrum,2329,,,,128,128,0,,,,,,,,,,magnocellular division of claustrum,,,,,,HOMBA:10346,669.0
674,HOMBA:10371,En,endopiriform nucleus,1071,endopiriform nucleus,En,10371.0,240,50,230,,,,,,,,,endopiriform nucleus,,,,,,,HOMBA:AA30263,668.0
675,HOMBA:AA30264,EnD,dorsal endopiriform nucleus,1072,,,,70,240,240,,,,,,,,,,dorsal endopiriform nucleus,,,,,,HOMBA:10371,674.0
676,HOMBA:AA30854,EnV,ventral endopiriform nucleus,1073,,,,220,190,255,,,,,,,,,,ventral endopiriform nucleus,,,,,,HOMBA:10371,674.0
677,HOMBA:10389,DiE,diencephalon,148,diencephalon,Die,10389.0,255,250,200,,,,,diencephalon,,,,,,,,,,,HOMBA:10156,3.0
678,HOMBA:10390,THM,thalamus,149,thalamus,THM,10390.0,159,19,8,,,,,,thalamus,,,,,,,,,,HOMBA:10389,677.0
679,HOMBA:AA30265,THMR,regions of thalamus,1074,,,,0,0,128,,,,,,,regions of thalamus,,,,,,,,,HOMBA:10390,678.0
680,HOMBA:10391,DTH,dorsal thalamus,150,dorsal thalamus,DTH,10391.0,75,188,207,,,,,,,,dorsal thalamus,,,,,,,,HOMBA:AA30265,679.0
681,HOMBA:10392,ANC,anterior nuclear complex of thalamus,151,anterior nuclear complex of thalamus,ANC,10392.0,25,46,148,,,,,,,,,anterior nuclear complex of thalamus,,,,,,,HOMBA:10391,680.0
682,HOMBA:10393,AD,anterodorsal nucleus of thalamus,152,anterodorsal nucleus of thalamus,AD,10393.0,164,159,18,,,,,,,,,,anterodorsal nucleus of thalamus,,,,,,HOMBA:10392,681.0
683,HOMBA:AA30266,ADm,medial (parvicellular) division of AD,1075,,,,170,110,40,,,,,,,,,,,medial (parvicellular) division of AD,,,,,HOMBA:10393,682.0
684,HOMBA:AA30267,ADl,lateral (magocellular) division of AD,1076,,,,0,128,128,,,,,,,,,,,lateral (magocellular) division of AD,,,,,HOMBA:10393,682.0
685,HOMBA:AA30268,IAD,interanterodorsal nucleus of thalamus,1077,,,,210,245,60,,,,,,,,,,interanterodorsal nucleus of thalamus,,,,,,HOMBA:10392,681.0
686,HOMBA:10395,AV,anteroventral nucleus of thalamus,154,anteroventral nucleus of thalamus,AV,10395.0,213,92,32,,,,,,,,,,anteroventral nucleus of thalamus,,,,,,HOMBA:10392,681.0
687,HOMBA:AA30269,AVdm,dorsomedial division of AV,1078,,,,70,240,240,,,,,,,,,,,dorsomedial division of AV,,,,,HOMBA:10395,686.0
688,HOMBA:AA30270,AVvl,ventrolateral division of AV,1079,,,,170,255,195,,,,,,,,,,,ventrolateral division of AV,,,,,HOMBA:10395,686.0
689,HOMBA:10394,AM,anteromedial nucleus of thalamus,153,anteromedial nucleus of thalamus,AM,10394.0,231,127,150,,,,,,,,,,anteromedial nucleus of thalamus,,,,,,HOMBA:10392,681.0
690,HOMBA:AA30271,AMd,dorsal division of AM,1080,,,,0,128,128,,,,,,,,,,,dorsal division of AM,,,,,HOMBA:10394,689.0
691,HOMBA:AA30272,AMv,ventral division of AM,1081,,,,70,240,240,,,,,,,,,,,ventral division of AM,,,,,HOMBA:10394,689.0
692,HOMBA:10397,MNC,medial nuclear complex of thalamus,156,medial nuclear complex of thalamus,MNC,10397.0,189,74,138,,,,,,,,,medial nuclear complex of thalamus,,,,,,,HOMBA:10391,680.0
693,HOMBA:10398,MD,mediodorsal nucleus of thalamus,157,mediodorsal nucleus of thalamus,MD,10398.0,213,138,107,,,,,,,,,,mediodorsal nucleus of thalamus,,,,,,HOMBA:10397,692.0
694,HOMBA:10399,MDdc,densocelllular (paralamellar) division of MD,1082,densocelllular (paralamellar) division of MD,MDd,10399.0,128,0,0,,,,,,,,,,,densocelllular (paralamellar) division of MD,,,,,HOMBA:10398,693.0
695,HOMBA:10400,MDm,medial (magnocellular) division of MD,1083,magnocellular (medial) division of MD,MDm,10400.0,170,255,195,,,,,,,,,,,medial (magnocellular) division of MD,,,,,HOMBA:10398,693.0
696,HOMBA:266441507,MDam,anteromedial large-celled island of MD ,1084,anteromedial large-celled island of MD ,MDam,266441507.0,255,225,25,,,,,,,,,,,anteromedial large-celled island of MD ,,,,,HOMBA:10398,693.0
