record_id,structure_name,fullname,species,paper,n_mentions,n_papers,region_class,decision_stage,flash_a_label,flash_b_label,flash_c_label,flash_agreement,flash_vote_split,pro_a_label,pro_b_label,pro_c_label,pro_agreement,pro_vote_split,final_certainty,final_confidence,final_reason,flash_a_reason,flash_b_reason,flash_c_reason,pro_a_reason,pro_b_reason,pro_c_reason
417,AgRP,Agouti-related peptide,Mouse,PM39209992,12,4,other,flash,other,other,other,3/3,3-0,,,,,,high,0.8667,"AgRP is a neuropeptide, not a brain region. | AgRP is a neuropeptide, not a brain region; could reference neurons but no locus given. | AgRP is a neuropeptide, not a brain region.","AgRP is a neuropeptide, not a brain region.","AgRP is a neuropeptide, not a brain region; could reference neurons but no locus given.","AgRP is a neuropeptide, not a brain region.",,,
418,amygdaloid complex,amygdaloid complex,,PM39805973,12,4,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.95,amygdaloid complex is subcortical gray matter. | Amygdaloid complex is a subcortical structure. | Amygdaloid complex is subcortical gray matter.,amygdaloid complex is subcortical gray matter.,Amygdaloid complex is a subcortical structure.,Amygdaloid complex is subcortical gray matter.,,,
419,aPVTCRF,anterior paraventricular thalamus CRF neurons,Rat,PM38454083,12,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9,"anterior paraventricular thalamus is subcortical; CRF neurons are a subpopulation. | Anterior paraventricular thalamus is part of thalamus, subcortical. | Anterior paraventricular thalamus is a subcortical thalamic nucleus.",anterior paraventricular thalamus is subcortical; CRF neurons are a subpopulation.,"Anterior paraventricular thalamus is part of thalamus, subcortical.",Anterior paraventricular thalamus is a subcortical thalamic nucleus.,,,
420,area 17,area 17,Ferret,PM34611910,12,4,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.98,"Area 17 is primary visual cortex (V1), a cortical region. | Area 17 is primary visual cortex (V1), a cortical region. | Area 17 is primary visual cortex (V1), a neocortical area.","Area 17 is primary visual cortex (V1), a cortical region.","Area 17 is primary visual cortex (V1), a cortical region.","Area 17 is primary visual cortex (V1), a neocortical area.",,,
421,Area 47/12,Area 47/12,Human,PM35347401,12,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.98,Area 47/12 is part of orbitofrontal/ventrolateral prefrontal cortex. | Area 47/12 is a Brodmann area in prefrontal cortex. | Area 47/12 is a cortical area in prefrontal cortex.,Area 47/12 is part of orbitofrontal/ventrolateral prefrontal cortex.,Area 47/12 is a Brodmann area in prefrontal cortex.,Area 47/12 is a cortical area in prefrontal cortex.,,,
422,bladder,bladder,Mouse,PM30998432,12,6,other,flash,other,other,other,3/3,3-0,,,,,,high,1.0,"Bladder is a non-neural organ, not a brain region. | Bladder is a peripheral organ, not a brain region. | Bladder is a non-neural peripheral organ.","Bladder is a non-neural organ, not a brain region.","Bladder is a peripheral organ, not a brain region.",Bladder is a non-neural peripheral organ.,,,
423,cholinergic neurons,cholinergic neurons,Mouse,PM36902010,12,8,other,flash,other,other,other,3/3,3-0,,,,,,medium,0.7967,"Cholinergic neurons are a cell type, not a specific anatomical region. | Cholinergic neurons is a cell type, not a specific brain region. | Cholinergic neurons are a cell type, not a specific brain region.","Cholinergic neurons are a cell type, not a specific anatomical region.","Cholinergic neurons is a cell type, not a specific brain region.","Cholinergic neurons are a cell type, not a specific brain region.",,,
424,CINs,cholinergic interneurons,Mouse,PM41256530,12,5,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.8833,"CINs (cholinergic interneurons) are typically located in the striatum, a subcortical structure. | CINs (cholinergic interneurons) commonly refer to striatal interneurons, a subcortical structure. | CINs (cholinergic interneurons) are located in striatum, a subcortical structure.","CINs (cholinergic interneurons) are typically located in the striatum, a subcortical structure.","CINs (cholinergic interneurons) commonly refer to striatal interneurons, a subcortical structure.","CINs (cholinergic interneurons) are located in striatum, a subcortical structure.",,,
425,colon,colon,Mouse,PM37004577,12,8,other,flash,other,other,other,3/3,3-0,,,,,,high,1.0,"Colon is a non-neural organ, not a brain region. | Colon is a peripheral organ, not a brain region. | Colon is a non-neural peripheral organ.","Colon is a non-neural organ, not a brain region.","Colon is a peripheral organ, not a brain region.",Colon is a non-neural peripheral organ.,,,
426,cortical regions,cortical regions,Mouse,PM39149348,12,10,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9833,"Explicitly states 'cortical regions', clearly part of cerebral cortex. | Explicitly states 'cortical regions'. | Name 'cortical regions' directly indicates cortical areas.","Explicitly states 'cortical regions', clearly part of cerebral cortex.",Explicitly states 'cortical regions'.,Name 'cortical regions' directly indicates cortical areas.,,,
427,CTX,cortex,Mouse,PM41676473,12,7,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9933,"CTX common abbreviation for cortex, fullname confirms. | Fullname is 'cortex'. | 'CTX' is a standard abbreviation for cortex.","CTX common abbreviation for cortex, fullname confirms.",Fullname is 'cortex'.,'CTX' is a standard abbreviation for cortex.,,,
428,dACC,dorsal anterior cingulate cortex,Human,PM39103495,12,7,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9967,"dACC = dorsal anterior cingulate cortex, part of cerebral cortex. | Dorsal anterior cingulate cortex is part of cerebral cortex. | dorsal anterior cingulate cortex is a cortical region.","dACC = dorsal anterior cingulate cortex, part of cerebral cortex.",Dorsal anterior cingulate cortex is part of cerebral cortex.,dorsal anterior cingulate cortex is a cortical region.,,,
429,dentate nucleus,dentate nucleus,Human,PM35587596,12,8,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9933,"Dentate nucleus is a deep cerebellar nucleus, treated as subcortical per instructions. | Deep cerebellar nucleus, classified as subcortical per instructions. | Dentate nucleus is a deep cerebellar nucleus, classified as subcortical per instructions.","Dentate nucleus is a deep cerebellar nucleus, treated as subcortical per instructions.","Deep cerebellar nucleus, classified as subcortical per instructions.","Dentate nucleus is a deep cerebellar nucleus, classified as subcortical per instructions.",,,
430,ECT,ectorhinal cortex,Mouse,PM38736977,12,10,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9833,"ECT = ectorhinal cortex, a cortical area. | Ectorhinal cortex is a cortical region. | Ectorhinal cortex is a cortical area.","ECT = ectorhinal cortex, a cortical area.",Ectorhinal cortex is a cortical region.,Ectorhinal cortex is a cortical area.,,,
431,FG injection site,,,PM39170852,12,2,other,flash,other,other,other,3/3,3-0,,,,,,medium,0.4667,"Not a standard brain region name; 'FG injection site' describes procedure, not anatomical locus. | Describes an injection site, not a standard brain region. | 'FG injection site' describes an experimental site, not a standard brain region; FG could be ambiguous (e.g., fusiform gyrus) but injected tracer site is not a region.","Not a standard brain region name; 'FG injection site' describes procedure, not anatomical locus.","Describes an injection site, not a standard brain region.","'FG injection site' describes an experimental site, not a standard brain region; FG could be ambiguous (e.g., fusiform gyrus) but injected tracer site is not a region.",,,
432,gastrocnemius muscle,gastrocnemius muscle,Rat,PM38358538,12,3,other,flash,other,other,other,3/3,3-0,,,,,,high,1.0,"Skeletal muscle, not neural tissue. | Peripheral muscle, not a brain region. | Gastrocnemius muscle is skeletal muscle, not neural tissue.","Skeletal muscle, not neural tissue.","Peripheral muscle, not a brain region.","Gastrocnemius muscle is skeletal muscle, not neural tissue.",,,
433,heart,heart,Rat,PM36413525,12,6,other,flash,other,other,other,3/3,3-0,,,,,,high,1.0,Non-neural organ. | Heart is non-neural tissue. | Heart is a non-neural organ.,Non-neural organ.,Heart is non-neural tissue.,Heart is a non-neural organ.,,,
434,hThO ExN,thalamic glutamatergic neurons,Human,PM39018245,12,2,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,1.0,"Thalamus is a subcortical structure. | Thalamic glutamatergic neurons are part of thalamus, a subcortical structure. | Thalamic glutamatergic neurons are part of thalamus, a subcortical structure.",Thalamus is a subcortical structure.,"Thalamic glutamatergic neurons are part of thalamus, a subcortical structure.","Thalamic glutamatergic neurons are part of thalamus, a subcortical structure.",,,
435,infralimbic cortex,infralimbic cortex,Rat,PM41362369,12,8,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,1.0,"Infralimbic cortex is part of cerebral cortex. | Infralimbic cortex is part of medial prefrontal cortex, a cortical area. | Infralimbic cortex is a region of medial prefrontal cortex (cortical).",Infralimbic cortex is part of cerebral cortex.,"Infralimbic cortex is part of medial prefrontal cortex, a cortical area.",Infralimbic cortex is a region of medial prefrontal cortex (cortical).,,,
436,internal capsule,internal capsule,Mouse,PM42401396,12,8,other,flash,other,other,other,3/3,3-0,,,,,,high,1.0,"White matter fiber tract. | Internal capsule is a white-matter tract, not a gray-matter region. | Internal capsule is a white matter tract, not a gray matter region.",White matter fiber tract.,"Internal capsule is a white-matter tract, not a gray-matter region.","Internal capsule is a white matter tract, not a gray matter region.",,,
437,intralaminar thalamic nuclei,intralaminar thalamic nuclei,Cat,PM37107982,12,5,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,1.0,"Thalamic nuclei are subcortical. | Intralaminar thalamic nuclei are thalamic nuclei, subcortical. | Intralaminar thalamic nuclei are part of thalamus (subcortical).",Thalamic nuclei are subcortical.,"Intralaminar thalamic nuclei are thalamic nuclei, subcortical.",Intralaminar thalamic nuclei are part of thalamus (subcortical).,,,
438,KF,Kölliker-Fuse,Mouse,PM37314062,12,4,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9767,"Kölliker-Fuse is a brainstem nucleus, clearly subcortical. | Kölliker-Fuse is a brainstem nucleus; subcortical. | Kölliker-Fuse is a brainstem nucleus, clearly subcortical.","Kölliker-Fuse is a brainstem nucleus, clearly subcortical.",Kölliker-Fuse is a brainstem nucleus; subcortical.,"Kölliker-Fuse is a brainstem nucleus, clearly subcortical.",,,
439,lACA PN,,,PM32619476,12,1,cortical,flash,cortical,ambiguous,cortical,2/3,2-1,,,,,,medium,0.6167,"lACA likely denotes lateral anterior cingulate cortex (cortical area). | lACA likely anterior cingulate cortex, but 'PN' unclear; ambiguous. | lACA likely lateral anterior cingulate cortex (cortical); 'PN' ambiguous but likely projection neurons.",lACA likely denotes lateral anterior cingulate cortex (cortical area).,"lACA likely anterior cingulate cortex, but 'PN' unclear; ambiguous.",lACA likely lateral anterior cingulate cortex (cortical); 'PN' ambiguous but likely projection neurons.,,,
440,LD,laterodorsal thalamic nucleus,Mouse,PM39814996,12,8,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9867,"Laterodorsal thalamic nucleus is a thalamic nucleus, subcortical. | Laterodorsal thalamic nucleus is subcortical. | Laterodorsal thalamic nucleus is a thalamic nucleus, subcortical.","Laterodorsal thalamic nucleus is a thalamic nucleus, subcortical.",Laterodorsal thalamic nucleus is subcortical.,"Laterodorsal thalamic nucleus is a thalamic nucleus, subcortical.",,,
441,lesion,lesion epicenter,Rat,PM41146200,12,2,other,flash,other,other,other,3/3,3-0,,,,,,high,0.9967,"Lesion epicenter is not an anatomical region but a description. | Lesion epicenter is not a brain region; other. | 'Lesion epicenter' describes a damage site, not a standard brain region.",Lesion epicenter is not an anatomical region but a description.,Lesion epicenter is not a brain region; other.,"'Lesion epicenter' describes a damage site, not a standard brain region.",,,
442,LH orexinergic neurons,lateral hypothalamus orexinergic neurons,,PM40902698,12,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9867,Lateral hypothalamus is a subcortical structure. | Lateral hypothalamus is subcortical. | Lateral hypothalamus is a subcortical structure.,Lateral hypothalamus is a subcortical structure.,Lateral hypothalamus is subcortical.,Lateral hypothalamus is a subcortical structure.,,,
443,LPFC,lateral prefrontal cortex,Human,PM42239197,12,7,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9933,"Lateral prefrontal cortex is part of cerebral cortex. | Lateral prefrontal cortex is part of cerebral cortex; cortical. | Lateral prefrontal cortex is part of neocortex, clearly cortical.",Lateral prefrontal cortex is part of cerebral cortex.,Lateral prefrontal cortex is part of cerebral cortex; cortical.,"Lateral prefrontal cortex is part of neocortex, clearly cortical.",,,
444,LSC,lateral superior colliculus,Mouse,PM37205722,12,2,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.96,"Full name indicates lateral superior colliculus, a midbrain structure. | Lateral superior colliculus is part of the midbrain, a subcortical structure. | Superior colliculus is a midbrain structure, thus subcortical.","Full name indicates lateral superior colliculus, a midbrain structure.","Lateral superior colliculus is part of the midbrain, a subcortical structure.","Superior colliculus is a midbrain structure, thus subcortical.",,,
445,MCX,motor cortex,Rat,PM37094762,12,6,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9733,Motor cortex is part of cerebral cortex. | Motor cortex is part of the cerebral cortex. | Motor cortex is part of cerebral cortex.,Motor cortex is part of cerebral cortex.,Motor cortex is part of the cerebral cortex.,Motor cortex is part of cerebral cortex.,,,
446,mITC,medial interthalamic cluster,Mouse,PM37775310,12,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9167,"Medial interthalamic cluster suggests thalamic origin, subcortical. | Medial interthalamic cluster is related to the thalamus, a subcortical region. | Medial interthalamic cluster refers to thalamic nuclei, subcortical.","Medial interthalamic cluster suggests thalamic origin, subcortical.","Medial interthalamic cluster is related to the thalamus, a subcortical region.","Medial interthalamic cluster refers to thalamic nuclei, subcortical.",,,
