record_id,structure_name,fullname,species,paper,n_mentions,n_papers,region_class,decision_stage,final_certainty,final_confidence,final_reason,seed_old_label,flash_a_label,flash_b_label,flash_c_label,flash_agreement,flash_vote_split,pro_a_label,pro_b_label,pro_c_label,pro_agreement,pro_vote_split,flash_a_reason,flash_b_reason,flash_c_reason,pro_a_reason,pro_b_reason,pro_c_reason
1882,PCL,paracentral lobule,Human,PM38788234,3,2,neocortex,flash,high,0.99,Paracentral lobule (PCL) is neocortex on medial frontal/parietal lobes. | Paracentral lobule is part of frontal/parietal neocortex | Paracentral lobule is part of medial neocortex.,cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,Paracentral lobule (PCL) is neocortex on medial frontal/parietal lobes.,Paracentral lobule is part of frontal/parietal neocortex,Paracentral lobule is part of medial neocortex.,,,
1883,PCx,piriform cortex,Rat,PM41726307,3,1,non_neocortex,seed_keyword,high,1.0,seed: cortical + keyword 'piriform' → non_neocortex,cortical,,,,,,,,,,,,,,,,
1884,PD,pyramidal decussation,,PM34624846,3,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
1885,pDMS,posterodorsal medial striatum,Mouse,PM33380525,3,2,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1886,pedunculopontine tegmental nucleus,pedunculopontine tegmental nucleus,,PM39170852,3,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1887,PEip,PEip,,PM34039649,3,1,neocortex,flash,high,0.9333,"PEip is a parietal neocortical area in macaque. | PEip is a parietal neocortical area (intraparietal). | Parietal area PEip, part of neocortex.",ambiguous,neocortex,neocortex,neocortex,3/3,3-0,,,,,,PEip is a parietal neocortical area in macaque.,PEip is a parietal neocortical area (intraparietal).,"Parietal area PEip, part of neocortex.",,,
1888,perforant path,perforant path,Mouse,PM34433032,3,2,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
1889,peri-LC I-INs,inhibitory interneurons in the peri-locus coeruleus,,PM32598024,3,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1890,PetMR,Pet+ median raphe,,PM37977434,3,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1891,PfN,parafascicular nucleus,Mouse,PM39952676,3,3,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1892,PGM,,,PM41542588,3,1,ambiguous,flash,medium,0.55,"PGM is a medial parietal neocortical area. | PGM may refer to thalamic posterior medial group or neocortical area; no fullname to disambiguate. | Acronym PGM can refer to various regions, unclear if neocortex or non_neocortex.",ambiguous,neocortex,ambiguous,ambiguous,2/3,2-1,,,,,,PGM is a medial parietal neocortical area.,PGM may refer to thalamic posterior medial group or neocortical area; no fullname to disambiguate.,"Acronym PGM can refer to various regions, unclear if neocortex or non_neocortex.",,,
1893,PGM/PE,,,PM41542588,3,1,neocortex,flash,medium,0.6167,"PGM/PE combines two parietal neocortical areas. | PGM/PE combines parietal area PE (neocortex) and PGM likely cortical; compound region considered neocortex. | Combination of PGM (ambiguous) and PE (neocortex), unclear whether composite or specific region.",ambiguous,neocortex,neocortex,ambiguous,2/3,2-1,,,,,,PGM/PE combines two parietal neocortical areas.,PGM/PE combines parietal area PE (neocortex) and PGM likely cortical; compound region considered neocortex.,"Combination of PGM (ambiguous) and PE (neocortex), unclear whether composite or specific region.",,,
1894,PHA,posterior hypothalamic area,,PM40800920,3,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1895,pharynx,pharynx,Mouse,PM35705034,3,2,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
1896,PHb,posterior hypothalamus,Mouse,PM35687680,3,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1897,PHbGABA neurons,GABAergic neurons in the posterolateral hypothalamus,Mouse,PM35687680,3,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1898,PHG,parahippocampal gyrus,Human,PM39103495,3,2,non_neocortex,seed_keyword,high,1.0,seed: cortical + keyword 'parahippocamp' → non_neocortex,cortical,,,,,,,,,,,,,,,,
1899,Piezo2+ RGC,Piezo2-positive retinal ganglion cell,Mouse,PM42427684,3,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
1900,PIN/MGm,posterior intralaminar nucleus/medial geniculate nucleus,Mouse,PM34295235,3,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1901,piriform,piriform cortex,Mouse,PM34117229,3,2,non_neocortex,seed_keyword,high,1.0,seed: cortical + keyword 'piriform' → non_neocortex,cortical,,,,,,,,,,,,,,,,
1902,PL-3,,,PM36309684,3,1,neocortex,flash,high,0.9333,"PL-3 likely refers to prelimbic cortex, which is neocortical. | PL-3 likely refers to layer 3 of prelimbic cortex, a neocortical area. | PL likely prelimbic cortex, a neocortical area.",cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,"PL-3 likely refers to prelimbic cortex, which is neocortical.","PL-3 likely refers to layer 3 of prelimbic cortex, a neocortical area.","PL likely prelimbic cortex, a neocortical area.",,,
1903,PLd,dorsal prelimbic cortex,,PM40204437,3,2,neocortex,flash,high,0.95,"PLd is dorsal prelimbic cortex, part of medial prefrontal neocortex. | Dorsal prelimbic cortex is neocortex. | Dorsal prelimbic cortex, neocortex.",cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,"PLd is dorsal prelimbic cortex, part of medial prefrontal neocortex.",Dorsal prelimbic cortex is neocortex.,"Dorsal prelimbic cortex, neocortex.",,,
1904,PMCo,posteromedial amygdala cortex,Mouse,PM39541198,3,3,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1905,PMLS,"posteromedial lateral suprasylvian area, carnivore analog of primate middle temporal area MT",Cat,PM38753019,3,3,neocortex,flash,high,0.9667,"PMLS is a neocortical visual area in cat. | PMLS is posteromedial lateral suprasylvian area, a visual neocortical area in cat. | Posteromedial lateral suprasylvian area, a neocortical visual area.",cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,PMLS is a neocortical visual area in cat.,"PMLS is posteromedial lateral suprasylvian area, a visual neocortical area in cat.","Posteromedial lateral suprasylvian area, a neocortical visual area.",,,
1906,PMV wall,,Rat,PM33495245,3,1,non_neocortex,pro,medium,0.5333,"PMV wall likely ventral premammillary nucleus of hypothalamus (non-neocortex). No fullname, typical rat acronym. | PMV is likely premammillary nucleus ventral (hypothalamus), a non-neocortical structure. | PMV wall is an unexpanded acronym without fullname; likely hypothalamic but not certain, ambiguous.",ambiguous,ambiguous,neocortex,non_neocortex,1/3,1-1-1,non_neocortex,non_neocortex,ambiguous,2/3,2-1,PMV could be premammillary nucleus (hypothalamus) but 'wall' suggests a non-standard division; unclear,PMV in rat is a motor cortical area (premotor/ventral); 'wall' likely refers to a subregion. Conventional usage assigns to neocortex.,PMV likely stands for ventral premammillary nucleus (hypothalamus) in rat; non-neocortex.,"PMV wall likely ventral premammillary nucleus of hypothalamus (non-neocortex). No fullname, typical rat acronym.","PMV is likely premammillary nucleus ventral (hypothalamus), a non-neocortical structure.","PMV wall is an unexpanded acronym without fullname; likely hypothalamic but not certain, ambiguous."
1907,PMvLepRb,"ventromedial preoptic area, leptin receptor-expressing neurons",Mouse,PM42274619,3,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1908,POL,posterior limiting nucleus,,PM41796787,3,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1909,postCG,postcentral gyrus,Human,PM35263607,3,2,neocortex,flash,high,1.0,"Postcentral gyrus is primary somatosensory cortex, part of neocortex | Postcentral gyrus is primary somatosensory cortex, a classic neocortical area. | Postcentral gyrus is primary somatosensory cortex (neocortex).",cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,"Postcentral gyrus is primary somatosensory cortex, part of neocortex","Postcentral gyrus is primary somatosensory cortex, a classic neocortical area.",Postcentral gyrus is primary somatosensory cortex (neocortex).,,,
1910,posterior putamen,posterior putamen,Human,PM41996661,3,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1911,posterior regions,,,PM32699360,3,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
1912,PPGNTS,PPG neurons in the nucleus tractus solitarius,Mouse,PM41786245,3,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1913,PPN-projecting neurons,,,PM36309684,3,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
1914,PPTvGlut2,glutamatergic pedunculopontine tegmental,,PM36170177,3,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1915,pre-BötC,pre-Bötzinger complex,,PM33515533,3,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1916,precentral motor cortex,,Human,PM35441404,3,1,neocortex,flash,high,1.0,"Precentral motor cortex is primary motor cortex, part of neocortex | Precentral motor cortex is primary motor cortex (M1), neocortex. | Precentral motor cortex is primary motor cortex (neocortex).",cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,"Precentral motor cortex is primary motor cortex, part of neocortex","Precentral motor cortex is primary motor cortex (M1), neocortex.",Precentral motor cortex is primary motor cortex (neocortex).,,,
1917,prefrontal layer V pyramidal neurons,prefrontal cortex layer V pyramidal neurons,Mouse,PM40646084,3,1,neocortex,flash,high,1.0,Prefrontal cortex layer V pyramidal neurons are neocortical | Prefrontal cortex is a neocortical association area; layer V pyramidal neurons confirm it. | Prefrontal cortex layer V pyramidal neurons indicate neocortical layer V.,cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,Prefrontal cortex layer V pyramidal neurons are neocortical,Prefrontal cortex is a neocortical association area; layer V pyramidal neurons confirm it.,Prefrontal cortex layer V pyramidal neurons indicate neocortical layer V.,,,
1918,prefrontal regions,prefrontal cortex,Mouse,PM34965430,3,2,neocortex,flash,high,1.0,Prefrontal regions are neocortex | Prefrontal regions/ prefrontal cortex is neocortex. | Prefrontal cortex is isocortical (neocortex).,cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,Prefrontal regions are neocortex,Prefrontal regions/ prefrontal cortex is neocortex.,Prefrontal cortex is isocortical (neocortex).,,,
1919,preSMA,pre-supplementary motor area,Human,PM40902803,3,3,neocortex,flash,high,1.0,"Pre-supplementary motor area is frontal neocortex | Pre-supplementary motor area is part of premotor cortex, neocortex. | Pre-supplementary motor area is part of frontal neocortex.",cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,Pre-supplementary motor area is frontal neocortex,"Pre-supplementary motor area is part of premotor cortex, neocortex.",Pre-supplementary motor area is part of frontal neocortex.,,,
1920,pretectum,pretectum,,PM41289407,3,3,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1921,primary motor area,primary motor area,Mouse,PM35787428,3,3,neocortex,flash,high,0.9833,primary motor area is neocortex (M1). | Primary motor area is neocortex (M1). | Primary motor area (M1) is a canonical neocortical region.,cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,primary motor area is neocortex (M1).,Primary motor area is neocortex (M1).,Primary motor area (M1) is a canonical neocortical region.,,,
1922,primary sensory cortex,primary sensory cortex,Rat,PM40132571,3,3,neocortex,flash,high,0.9833,primary sensory cortex is neocortex (S1). | Primary sensory cortex is neocortex (S1). | Primary sensory cortex is a well-defined neocortical area.,cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,primary sensory cortex is neocortex (S1).,Primary sensory cortex is neocortex (S1).,Primary sensory cortex is a well-defined neocortical area.,,,
1923,primary sensory neurons,primary sensory neurons,Mouse,PM37185237,3,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
1924,primary somatosensory axons,primary somatosensory axons,Macaque,PM33283186,3,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
1925,projection-defined ORB neurons,orbitofrontal cortex,,PM38801564,3,1,neocortex,flash,high,0.9767,"ORB refers to orbitofrontal cortex, a neocortical region. | Orbitofrontal cortex (ORB) is neocortex. | Orbitofrontal cortex (ORB) is part of prefrontal neocortex.",cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,"ORB refers to orbitofrontal cortex, a neocortical region.",Orbitofrontal cortex (ORB) is neocortex.,Orbitofrontal cortex (ORB) is part of prefrontal neocortex.,,,
1926,proprioceptors,proprioceptors,,PM40202848,3,3,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
1927,PrV,principal trigeminal nucleus,Mouse,PM41289407,3,3,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1928,PSB,pallial subpallial boundary,Mouse,PM40956303,3,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
1929,pSTS,posterior superior temporal sulcus,Human,PM41611043,3,2,neocortex,flash,high,0.8833,"pSTS is a cortical region in temporal lobe, despite naming 'sulcus'. | Posterior superior temporal sulcus region is neocortical association area. | Posterior superior temporal sulcus commonly refers to adjacent neocortical area.",cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,"pSTS is a cortical region in temporal lobe, despite naming 'sulcus'.",Posterior superior temporal sulcus region is neocortical association area.,Posterior superior temporal sulcus commonly refers to adjacent neocortical area.,,,
1930,PT neurons (dorsal medial frontal cortex),pyramidal tract neurons,Mouse,PM41352354,3,1,other,flash,medium,0.8833,"dorsal medial frontal cortex is neocortex. | Describes a neuron type (pyramidal tract neurons), not a region. | Name refers to pyramidal tract neurons, not a brain region; includes regional descriptor but primary is cell type.",cortical,neocortex,other,other,2/3,2-1,,,,,,dorsal medial frontal cortex is neocortex.,"Describes a neuron type (pyramidal tract neurons), not a region.","Name refers to pyramidal tract neurons, not a brain region; includes regional descriptor but primary is cell type.",,,
1931,PT1 neurons,,Mouse,PM32405029,3,1,other,flash,high,0.9167,"PT1 neurons is a neuron type, not a brain region. | PT1 neurons refer to a cell subtype, not a brain region. | PT1 neurons is a neuron type, not a brain region.",cortical,other,other,other,3/3,3-0,,,,,,"PT1 neurons is a neuron type, not a brain region.","PT1 neurons refer to a cell subtype, not a brain region.","PT1 neurons is a neuron type, not a brain region.",,,
1932,PTg,pontine tegmentum,,PM35838792,3,3,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1933,Purkinje cell dendrites,Purkinje cell dendrites,Mouse,PM36068642,3,2,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1934,PV+ interneurons,parvalbumin-positive interneurons,Mouse,PM36075962,3,2,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
1935,PV+ RGC,parvalbumin-positive retinal ganglion cell,Mouse,PM41602855,3,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
1936,PV-cells,parvalbumin-positive fast-spiking cells,Mouse,PM36598942,3,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
1937,PVH oxytocin neurons,oxytocin neurons in the paraventricular nucleus of the hypothalamus,Mouse,PM38895484,3,2,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1938,PVHOXT,oxytocin neurons in the paraventricular nucleus of the hypothalamus,,PM42120179,3,2,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1939,PVHTRH,paraventricular hypothalamus thyrotropin-releasing hormone,Mouse,PM36965483,3,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1940,PVN AVP neurons,paraventricular nucleus arginine vasopressin neurons,,PM34139240,3,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1941,PVpo,preoptic nucleus,Mouse,PM40343331,3,3,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1942,PVSNR,PV interneuron in striosome,Mouse,PM33113354,3,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1943,PYR,pyramidal cells,Mouse,PM39868302,3,2,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
1944,pyramidal decussation,pyramidal decussation,Macaque,PM34624846,3,2,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
1945,pyramidal SPNs,pyramidal-like subplate neurons,Mouse,PM34251335,3,1,neocortex,flash,medium,0.8667,"Subplate neurons are part of the developing neocortex; layer 6b is neocortical. | Subplate neurons are below the cortical plate, not neocortex. | Subplate neurons are part of developing neocortex.",cortical,neocortex,non_neocortex,neocortex,2/3,2-1,,,,,,Subplate neurons are part of the developing neocortex; layer 6b is neocortical.,"Subplate neurons are below the cortical plate, not neocortex.",Subplate neurons are part of developing neocortex.,,,
1946,rCM,right caudal medullary,Mouse,PM42015004,3,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1947,RdmPFC,right dorsomedial prefrontal cortex,Mouse,PM42034280,3,1,neocortex,flash,high,0.9833,Dorsomedial prefrontal cortex is a neocortical region. | Dorsomedial prefrontal cortex is a neocortical region. | Prefrontal cortex is a classic neocortical region.,cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,Dorsomedial prefrontal cortex is a neocortical region.,Dorsomedial prefrontal cortex is a neocortical region.,Prefrontal cortex is a classic neocortical region.,,,
1948,reticular nucleus,reticular nucleus,Mouse,PM41578852,3,3,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
1949,reticular nucleus of the thalamus,reticular nucleus of the thalamus,Mouse,PM37937368,3,2,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
